CO_GT,PT08_S1_CO,NMHC_GT,NOx_GT,PT08_S3_NOx,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T,RH,AH,PT08_S2_NMHC
1.1,933.75,-900.0,160.0,1053.75,75.0,1085.5,738.0,8.6500001907349,231.62500343322696,1.8233104687346688,773.5
1.8,1148.75,-900.0,118.0,743.25,120.0,1747.5,829.25,38.249999618530005,67.975,3.0735643582997834,1171.25
1.0,887.75,-900.0,133.0,1086.0,69.0,1099.25,697.75,13.200000143051,187.225,1.9732216071072783,760.0
2.0,1116.5,-900.0,301.2,749.25,144.2,1022.75,1348.75,4.2749999523163,174.324999427795,1.066383654265577,1025.0
-900.0,1080.75,-900.0,130.0,729.5,102.0,1734.0,901.75,20.900000190735,242.725005722047,4.027338173338155,1036.0
0.7,913.0,-900.0,29.0,1226.25,40.0,1409.75,501.75,16.500000095367003,186.400004005432,2.398662917032008,747.75
2.5,1305.0,-900.0,402.4,562.25,123.8,1378.75,1365.25,11.499999856949,209.04999885559002,1.9745582074370212,1178.5
2.9,1336.5,-900.0,477.0,638.0,167.5,1262.25,1474.75,13.524999952316,129.25000057220498,1.4200414370360697,1147.5
0.9,871.5,-900.0,128.2,1161.0,92.9,826.5,474.75,1.4749999701977001,159.39999828338497,0.8284038725950652,735.5
2.3000000000000003,1009.5,-900.0,428.0,777.25,149.0,1151.0,1012.0,17.99999961853,67.074999427795,1.0073380187562633,1160.75
1.8,1136.0,-900.0,313.0,748.5,82.0,1293.0,1026.5,13.200000143051,198.550004577637,2.0865909766485933,1034.25
0.5,867.5,-900.0,37.6,1488.0,34.5,743.0,263.5,5.2750000715256,171.699999427795,1.1188382234986558,592.75
2.4,1299.25,115.0,114.0,937.25,98.0,1464.0,1190.0,10.400000190735,174.40000114440997,1.555623420774556,1062.0
-900.0,-900.0,-900.0,-900.0,-900.0,-900.0,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
2.2,1223.0,-900.0,308.8,587.75,144.0,1276.5,947.0,22.224999523163003,82.82499799728399,1.5508243352429638,1117.75
-900.0,835.0,-900.0,-900.0,1218.5,-900.0,1334.25,677.0,16.575000143051,145.75000057220498,1.90556283947412,846.75
-900.0,1132.25,-900.0,138.0,725.25,130.0,1627.75,1025.5,41.849999046326005,37.525000429153,2.088283398887791,1255.5
1.1,999.0,-900.0,206.0,861.5,76.0,1167.5,886.5,9.1999999046326,231.85,1.8888012092214232,892.5
-900.0,1135.75,-900.0,80.0,725.75,97.0,1631.75,1338.25,29.300000286102,99.39999828338499,2.7403457118884282,1138.25
2.3000000000000003,1339.0,121.0,231.0,894.75,90.0,1723.25,1236.75,11.424999809265,210.700002288817,1.980190192036974,1115.75
3.6,1297.5,472.0,193.0,793.25,137.0,1756.5,1073.25,10.875000095367,197.124997711183,1.7972047031726182,1279.5
3.6,1350.75,-900.0,369.0,496.5,69.0,1984.0,1396.5,20.275000190735,199.90000114440997,3.213340811551331,1565.75
6.5,1714.0,797.0,326.0,558.0,150.0,2311.25,1493.75,13.975,234.02500114440997,2.5606345539170765,1624.25
-900.0,1361.75,-900.0,-900.0,522.5,-900.0,1882.5,1624.25,20.725,175.599997138978,2.9107233760560103,1489.0
2.5,1185.5,-900.0,372.2,675.0,190.9,1124.0,1272.5,7.0750001430511,132.77500114440997,0.9892687610358648,1119.0
1.3,1046.75,-900.0,35.0,810.75,45.0,1596.25,734.25,39.975,71.35,3.5254890970573847,998.5
4.199999999999999,1532.25,-900.0,180.0,605.5,115.0,2120.0,1500.75,19.949999904633,163.6,2.5976100248442022,1460.5
1.8,1121.0,-900.0,245.6,730.5,127.7,1250.75,906.0,16.57500038147,152.42500171661501,1.9883100971302292,969.25
0.6,818.5,-900.0,38.0,1423.5,41.0,1318.75,408.0,23.550000286102,105.624997711183,2.1037224436939206,717.25
2.6,1299.25,-900.0,163.0,768.5,127.0,1695.25,1232.5,20.6,107.87500057220498,1.812988337201136,1244.25
5.3999999999999995,1592.0,-900.0,767.0,467.75,127.0,1833.75,1639.0,13.375000333786,227.42499885559002,2.401296275706969,1541.5
1.5,972.25,-900.0,84.0,902.75,91.0,1497.25,661.0,31.95000038147,61.30000171661499,1.9923378257255828,1075.75
4.1,1344.0,-900.0,497.0,548.5,110.0,1797.75,1382.75,20.925000286102,197.500000572205,3.3001452590821234,1379.75
3.6,1604.0,-900.0,1031.4,456.75,231.4,1621.25,1962.75,8.9999998569489,213.175004577637,1.7230988741253312,1495.25
2.2,1260.25,-900.0,244.0,571.5,82.0,1717.25,1463.75,24.574999904633,163.749997711183,3.4027767173393224,1275.0
1.3,-900.0,-900.0,62.0,-900.0,68.0,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
1.1,1100.75,43.0,47.0,1393.25,64.0,1346.0,874.25,11.699999904633,186.55000171661501,1.794527251820053,768.25
-900.0,1009.0,-900.0,-900.0,833.5,-900.0,1619.5,612.25,30.85,129.25000057220498,3.8521221252709212,949.75
1.1,1056.25,-900.0,191.2,735.5,87.3,1258.0,892.25,13.025000190735,215.42499885559002,2.231463277979272,898.0
-900.0,1450.0,-900.0,-900.0,673.25,-900.0,1871.25,1487.75,16.649999952316,126.25000057220498,1.6711874543710583,1391.75
4.1,1003.0,-900.0,344.0,762.5,150.0,1079.0,969.75,8.0250000715256,111.39999828338499,0.8947997211133124,1181.25
1.1,891.75,-900.0,133.0,1064.5,53.0,1220.0,596.0,17.049999809265003,143.27499828338497,1.9283647115350981,894.25
2.7,1097.0,-900.0,127.0,708.75,101.0,1850.5,1046.75,23.849999523163003,138.17499885559002,2.7691114898186173,1270.0
2.6,1064.0,-900.0,187.0,830.75,128.0,1828.25,1048.5,33.82500038147,64.074999427795,2.297571623819272,1330.0
3.3000000000000003,1416.75,-900.0,551.5,516.5,153.6,1501.0,1625.5,13.450000143051,179.875003433227,1.9286858143522605,1316.25
4.3,1255.75,-900.0,277.0,624.0,171.0,1949.75,1579.5,30.425000286102,76.825000858306,2.275755467682409,1490.5
1.7000000000000002,1048.5,-900.0,277.4,824.5,167.9,1004.5,880.75,4.349999880790699,146.200002288817,0.9145408721902487,972.5
3.6,1377.75,-900.0,187.0,681.25,96.0,2190.75,1327.5,23.149999713898,161.575002288817,3.0936684593339643,1442.25
1.0,1119.0,38.0,48.0,1577.0,61.0,1289.0,621.5,10.750000095367,179.124997711183,1.6296374513722403,758.5
3.2,1221.0,-900.0,237.0,703.25,152.0,1993.75,1343.25,30.199999904633,103.07500228881699,2.982897902924908,1357.75
1.6,907.5,-900.0,307.0,883.75,112.0,979.5,845.5,16.300000524521,78.699999427795,1.0577245789437422,971.0
2.8000000000000003,1209.0,-900.0,419.0,699.0,125.0,1326.25,1135.25,12.225,194.42499885559002,1.9270691550077965,1104.25
3.6,1370.5,-900.0,205.0,712.5,147.0,1807.0,1273.5,23.975,88.300000286101,1.8177221353105348,1374.25
2.1,1118.25,-900.0,169.0,664.25,83.0,1688.5,735.25,32.750000572205,98.95000085830598,3.297311576984587,1131.0
-900.0,941.0,-900.0,-900.0,983.5,-900.0,1300.0,684.5,14.624999856949,246.25000343322696,2.798510872802338,841.75
1.1,897.5,-900.0,146.0,1023.0,73.0,1132.5,687.0,12.624999856949,207.475,2.1006766767882863,790.5
0.7,793.0,-900.0,82.0,1126.0,47.0,1166.25,701.75,13.725,172.824999427795,1.8881282631109784,821.25
2.2,1098.25,-900.0,233.0,893.5,111.0,1071.0,1240.25,9.6500001907349,155.12500057220498,1.3325559031678773,1009.5
0.7,921.75,-900.0,75.0,933.5,43.0,1483.75,845.0,19.225,228.249997711183,3.433645166559048,888.25
0.6,851.25,-900.0,86.6,1105.5,62.2,1056.0,637.5,12.574999904633,202.30000171661501,2.0444828039559426,661.5
1.9000000000000001,1142.25,-900.0,185.0,779.25,95.0,1333.25,987.5,17.375000095367003,171.02499828338497,2.3274030791251263,1020.75
-900.0,819.0,-900.0,56.0,996.75,79.0,1348.75,768.5,22.925000286102,104.12500057220498,2.0027552095336896,848.0
-900.0,1510.25,-900.0,-900.0,630.25,-900.0,2349.5,1790.75,19.074999904633,124.975,1.9078719944682598,1800.0
2.9,1497.75,-900.0,427.3,519.75,149.6,1433.0,1413.0,8.7749999523163,251.19999656677302,1.984531298895908,1196.75
-900.0,-900.0,-900.0,-900.0,-900.0,-900.0,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
2.2,1057.75,-900.0,130.0,799.5,112.0,1703.25,827.75,36.275000190735,55.750000572204996,2.289064598932223,1187.5
2.0,1260.5,-900.0,265.2,625.75,129.4,1324.0,1109.75,16.975,152.949999427795,2.042799926591857,1051.25
2.6,1215.75,-900.0,307.0,704.75,117.0,1576.0,1223.0,22.275000190735,143.65000114440997,2.625160287001386,1204.75
1.2000000000000002,992.25,-900.0,43.0,772.0,52.0,1650.25,864.0,25.6,184.824999427795,4.060846698317862,973.75
4.1,1389.0,-900.0,592.9,531.5,179.7,1449.0,1399.0,15.675000047684,174.17499885559002,2.1393522907446436,1210.75
-900.0,1188.25,-900.0,98.0,693.25,103.0,1656.5,1142.5,30.974999523163003,87.24999914169399,2.6499715062315876,1171.5
3.1,1221.25,-900.0,224.0,737.0,160.0,1984.0,1159.25,27.024999713898,96.77500114440998,2.3534093930924755,1485.5
0.6,976.25,-900.0,238.7,854.0,147.5,1013.0,736.75,3.4749998807907,188.349994277953,1.088509943275332,919.0
1.4000000000000001,1055.5,-900.0,194.0,818.5,134.0,940.25,1145.5,5.000000095367399,156.849997138978,1.0134625740178322,890.75
2.1,1199.0,-900.0,290.5,670.0,137.6,1313.25,1072.5,13.774999952316,190.974994277953,2.082343321872397,1022.5
5.0,-900.0,-900.0,806.0,-900.0,168.0,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
1.9000000000000001,1063.75,-900.0,96.0,682.5,75.0,1832.5,1089.75,24.225000476837,190.60000286102198,3.865619708179776,1141.25
-900.0,1249.0,-900.0,-900.0,803.75,-900.0,1751.5,1115.0,31.375000095367003,48.624999141694,1.552411679564049,1420.0
3.9,1277.25,-900.0,308.0,577.25,118.0,2222.5,1464.0,20.574999904633,157.00000057220498,2.589992581474097,1530.25
3.3000000000000003,1635.5,-900.0,693.1,410.5,140.7,1699.5,1743.0,16.050000047684,203.79999885559002,2.543391574512008,1383.0
1.6,991.25,161.0,121.0,1109.25,99.0,1270.75,707.25,11.875000095367,112.89999828338499,1.1368470210106039,935.75
-900.0,919.25,-900.0,-900.0,889.5,-900.0,1271.0,739.25,16.100000238419,157.825002288817,1.997871231963577,959.75
1.4000000000000001,945.5,-900.0,201.0,918.75,126.4,893.75,675.0,7.35,105.1,0.8168335645469177,885.5
-900.0,1412.25,-900.0,-900.0,699.0,-900.0,1944.75,1506.75,22.1,104.42499885559,1.9159143538236367,1510.75
0.5,880.0,-900.0,52.0,1316.75,47.0,1080.5,452.0,10.824999904633,244.600005722047,2.1993116320554296,629.25
1.0,854.75,-900.0,93.0,1009.75,55.0,1351.75,738.0,18.875000095367003,178.52499828338497,2.6515211629601554,848.75
3.3000000000000003,1201.25,-900.0,510.6,585.75,182.6,1277.0,1489.75,12.525000190735,85.14999971389899,0.9152658051005709,1359.0
4.8,1408.25,-900.0,505.0,821.75,177.0,1595.0,1679.75,29.975,66.92499885558999,1.9469383958635709,1555.75
-900.0,1133.25,-900.0,-900.0,637.5,-900.0,1628.5,1201.25,28.799999809265003,114.625003433227,3.058813075546442,1200.75
3.2,1179.5,-900.0,447.8,646.25,197.4,1074.0,1430.5,8.2500000953674,90.325000858306,0.7540030472244308,1184.0
-900.0,777.5,-900.0,-900.0,1565.5,-900.0,805.0,339.25,6.950000023841899,147.92499885559002,1.0825553796575476,575.5
-900.0,875.5,-900.0,-900.0,1051.5,-900.0,1495.25,580.25,24.6,171.54999885559002,3.565327607810284,741.5
3.2,1317.25,397.0,195.0,744.25,130.0,1689.0,1294.75,19.675000286102,104.04999885559,1.6614170664363548,1265.5
6.5,1520.5,-900.0,360.0,505.0,152.0,2703.5,2149.25,23.500000095367003,138.40000114440997,2.718230927060961,1855.0
-900.0,1137.75,-900.0,-900.0,661.0,-900.0,1795.75,1148.25,29.975,126.54999885559,3.5948800904282754,1151.0
-900.0,1020.5,-900.0,138.0,794.25,93.0,1634.0,1025.0,23.24999961853,146.35,2.827676442032306,1002.5
1.1,-900.0,-900.0,45.0,-900.0,60.0,-900.0,-900.0,-900.0,-2700.0,-1800.0,-900.0
0.7999999999999999,963.0,40.0,71.0,1249.25,72.0,1345.5,895.0,11.049999809265,186.324999427795,1.7225531256125406,800.25
-900.0,1145.5,-900.0,-900.0,654.0,-900.0,1335.75,1059.5,14.449999904633,145.824999427795,1.6799111011721992,1153.25
1.1,1024.0,-900.0,61.0,1035.75,70.0,1601.25,779.5,16.524999713898,237.69999656677302,3.0362218041513587,842.25
-900.0,808.0,-900.0,-900.0,1238.75,-900.0,844.75,460.0,7.725,139.224997138978,1.0738627501091351,672.0
1.6,1100.75,-900.0,223.8,799.0,150.4,1053.25,843.25,7.475,177.999997711183,1.3246990723107677,894.75
-900.0,985.25,-900.0,-900.0,836.25,-900.0,1444.25,854.25,18.500000095367003,214.75000343322696,3.0993404016857204,921.75
3.6,1360.0,-900.0,239.0,517.25,134.0,2154.25,1653.0,29.12499961853,113.04999885559,3.0732365259716428,1489.75
0.9,855.5,-900.0,-900.0,1161.5,-900.0,1052.0,547.0,6.5750001430511,250.524995422363,1.7231661791015966,769.5
1.3,905.25,-900.0,82.0,1121.25,73.0,1523.0,600.5,24.000000095367003,110.574999427795,2.2547383377431247,957.25
3.8000000000000003,1396.5,-900.0,205.0,565.75,182.0,2280.5,1442.5,37.049999809265,83.42499885558999,3.519748516255745,1531.75
0.9,878.0,-900.0,79.0,1131.75,87.0,1197.0,647.75,16.6,74.87500057220498,1.0284065597287522,912.25
-900.0,1269.0,-900.0,-900.0,569.25,-900.0,1683.75,1338.75,19.32500038147,213.999997711183,3.244695196891141,1291.0
2.6,1079.5,-900.0,324.3,795.0,195.0,954.5,950.5,8.7499998569489,114.39999542236299,0.9564162667101216,970.75
1.1,946.0,-900.0,101.0,1161.0,94.0,1450.25,682.5,21.775000190735,96.77500114440998,1.7500735423957132,1005.5
2.0,1086.25,169.0,144.0,965.5,100.0,1468.0,892.25,22.87499961853,87.39999971389899,1.6920528913332615,1058.0
0.6,943.75,-900.0,87.8,994.75,70.4,996.0,716.25,9.9499999046326,185.64999828338497,1.604589822204263,682.25
-900.0,950.0,-900.0,-900.0,958.0,-900.0,1297.3333333333,693.0,15.53333307902,219.799996948243,2.6509866134246263,885.0
1.8,887.25,-900.0,268.0,927.75,115.0,1045.25,744.5,13.675000047684,96.54999885559,1.0953110909941242,992.5
1.7000000000000002,1005.75,-900.0,82.0,855.25,73.0,1694.75,836.75,17.774999713898,170.65000114440997,2.378482680259038,1127.5
2.2,1135.75,-900.0,392.2,684.75,186.5,1081.75,1370.25,7.35,118.29999885559,0.9069497762770874,1081.25
2.6,1312.5,-900.0,343.0,621.25,122.0,1285.25,1555.0,9.1499999523163,212.575002288817,1.7346262782430097,1105.5
4.8,1622.25,-900.0,655.0,422.0,168.0,2319.75,1958.25,24.875000572205,173.05000171661501,3.6530379863667517,1722.75
3.9,1340.0,-900.0,435.5,495.75,183.6,1550.0,1475.5,15.400000190735,183.17500171661501,2.207919835003679,1276.25
-900.0,886.25,-900.0,-900.0,909.0,-900.0,1461.0,772.5,21.824999904633,169.449999427795,2.9992520312445143,896.25
1.9000000000000001,1169.25,-900.0,67.0,667.25,64.0,1829.0,1023.25,28.924999332428,156.1,4.159469330015833,1147.25
1.5,969.0,-900.0,219.8,925.75,151.2,844.75,570.0,9.2749999523163,89.79999885558999,0.7957951246206902,843.0
-900.0,831.0,-900.0,-900.0,1427.25,-900.0,1302.5,450.75,9.6250000953674,239.200002288817,1.997889623692884,694.25
1.7000000000000002,1116.5,-900.0,107.0,798.5,100.0,1786.5,912.25,27.099999523163003,119.87500057220498,2.904084886604243,1116.75
1.0,869.5,-900.0,141.0,1130.25,82.0,942.0,763.25,5.849999880790699,188.050004577637,1.260178640437516,733.0
-900.0,890.25,-900.0,-900.0,989.5,-900.0,1298.0,763.0,20.050000286102,188.725,2.999090703766006,786.25
1.3,1011.25,-900.0,77.0,819.25,98.0,1585.5,554.75,26.750000095367003,180.324999427795,4.2339915401021075,911.75
